forecast_period,forecast_bias,mae,mse,rmse,mape,mase
0.0,0.1271517271063274,3.5478499070405007,24.37187640575659,4.936788065712016,0.014664290107578488,inf
6.0,0.11965330461394785,3.488778175277173,23.67546704525858,4.865744243716327,0.014392237070894995,2.931581134389556
12.0,-0.025439206139073075,3.4120277560711925,22.413299518259162,4.734268636047089,0.014093700353799834,1.9500697312271411
18.0,-0.15778121766877953,3.389258937755407,21.832034175635634,4.672476235962644,0.014042205103157441,1.648751950554833
24.0,-0.21679262655908707,3.4586340505550295,22.574804576583862,4.751295042047364,0.014301022460402674,1.591352923719013
30.0,-0.2074379740399603,3.5188554680593853,23.24212894401848,4.8210091209225565,0.014508142099490614,1.3894541442090909
36.0,-0.25265923051437666,3.5459512731573053,23.906526836281632,4.88943011365145,0.014625177710670725,1.2650949460220413
42.0,-0.2592991758227775,3.5307828028377783,24.551137920174597,4.9549104855864545,0.01459888152493392,1.2192405768555632
48.0,-0.204158661944956,3.72143589733112,27.63776974845509,5.257163660040943,0.015382840601372816,1.2814762078379849
54.0,0.003395611879893106,3.991629343131087,32.41074251120448,5.693043343520624,0.016478187171459466,1.2759834194917554
60.0,0.21837847776382066,4.313295789812224,39.43417153175812,6.279663329491329,0.017842277811120258,1.325959872937003
66.0,0.4426311143301227,4.669118940415226,50.3301051647578,7.094371372063757,0.019370213981848038,1.4604354164847588
72.0,0.7028227857223837,5.220700990809121,66.4280200041187,8.150338643523881,0.021652271389825305,1.6525680494143584
78.0,1.020100826669377,5.709907061247859,82.36475510537736,9.075503022167826,0.023639132524768094,1.7538536690260726
84.0,1.283876196287825,6.080091243521351,95.67227428745315,9.781220490687916,0.02518960684172213,1.8718992848709277
90.0,1.5278774209346613,6.455713619789216,110.68616560214039,10.520749289006957,0.026814558620630615,2.0090721206524016
96.0,1.8148367744147782,6.905435224044825,128.17133368812574,11.321277917625984,0.028718923692784507,2.211902652087358
102.0,2.1292717991362307,7.385638967943092,147.4948785002909,12.14474695085455,0.03072635264892372,2.2748974731793203
108.0,2.371368185939414,7.832343415467664,170.0915903205824,13.041916665911588,0.03261632925034955,2.3491516101145957
114.0,2.5302674262400564,8.1757570294992,193.37101125944793,13.905790565784022,0.034085549733928674,2.450053143414887
120.0,2.7332271928058263,8.573319431090528,219.8908587370333,14.828717366550396,0.03574840765208799,2.6277803075605024
