forecast_period,forecast_bias,mae,mse,rmse,mape,mase
0.0,-5.668312591783647,116.77229555347095,32028.152816493628,178.96411041461255,0.113889454032678,inf
6.0,-7.363168609327839,112.99006414197757,28857.815041315633,169.8758812819396,0.11696777971904763,4.624512372701247
12.0,-4.582487363048871,109.58543042148371,26368.121023357293,162.38263769060194,0.0774709799647426,3.0345018392085783
18.0,-5.330278027853908,104.76518260336283,22969.166756681432,151.5558205965097,0.10540260860138431,2.124938130954075
24.0,-2.8846382491417373,98.77809975611551,20611.454731598118,143.56689984671996,0.13007336154039148,1.7011001970103834
30.0,-1.5760864819882368,97.5649793194282,20039.447580557953,141.5607557925499,0.12079594242605211,1.3924937343889494
36.0,4.429129461989748,94.6392336758734,18882.233542516376,137.41263967523648,0.0664552245806449,1.1969108665561539
42.0,7.832335160843492,91.82993053158386,17528.640801830512,132.39577335334582,0.10457545391011026,1.0416611096250892
48.0,12.805578716524714,90.86685734181229,17544.949325897967,132.45734908225353,0.10709468138655412,0.9807072794529409
54.0,14.821289504825401,95.53136259181788,19058.55780149588,138.0527355813563,0.07207683525544561,0.9441919201220583
60.0,19.054796447797067,97.9500714687933,19403.616541171763,139.29686479304465,0.2014022333162444,0.9410272692423852
66.0,19.383466650430663,99.25748340139484,19174.505860255642,138.47203999456224,0.0791900397161365,0.9034200080331289
72.0,20.865591348292465,97.19057882712876,19473.421179886696,139.5472005447859,0.07650560447991048,0.8950255551376193
78.0,18.53920187291219,100.56871940001841,21041.14029026462,145.0556454960117,0.11184839034965804,0.8916793404948381
84.0,17.05848646462173,98.06181106544842,20721.346349358697,143.9491102763706,0.07794748742504799,0.8824343025278066
90.0,12.426792962895032,94.03800938849706,18895.62212899119,137.46134776362112,0.09618343406460998,0.8595159023373292
96.0,9.872650915898063,89.3695951443632,18104.524839265985,134.55305585257432,0.10361809710264816,0.8470755855259998
102.0,5.080312271468071,92.90157198021446,19363.012594648542,139.1510423771541,0.12823498893872212,0.8821058687502376
108.0,4.377731084909249,95.12572338724279,19991.842988211356,141.39251390441913,0.12422366198076866,0.9028338238511716
114.0,1.0630391403802613,92.82664970623769,18556.48296090891,136.22218233793242,0.10680513533135096,0.8863452481738423
120.0,1.6669186152037043,86.47140866115399,16001.678982154754,126.49774299233466,0.16047578689282938,0.8580241001569022
