forecast_period,forecast_bias,mae,mse,rmse,mape,mase
0.0,-0.039001987791707014,7.243910204424132,103.11644063016969,10.15462656281213,inf,inf
6.0,-0.06615403268583048,6.843735498802472,95.20433467761838,9.757270862163168,inf,3.0782550830264523
12.0,-0.05855960423809012,6.975750511589701,94.68337323911729,9.730538178287842,inf,2.1837618774816963
18.0,-0.03233952165153615,6.81598664380861,95.26568375183567,9.760414117845393,inf,1.5914539260012357
24.0,-0.026177273753083666,6.859583393090188,91.14209332933451,9.546836823227602,inf,1.534013021228194
30.0,-0.0456100791296506,6.649718571086672,89.47729855605625,9.459244079526453,inf,1.2309855294073886
36.0,-0.04849379411244843,6.746787440211974,90.31229102081902,9.503277909269991,inf,1.1852001568420087
42.0,-0.07592909713991577,6.550228919359168,87.76075410689442,9.368070991772768,inf,1.0572022034919173
48.0,-0.09994532761534752,6.735844388688736,90.21241739895751,9.4980217623965,inf,1.0919717784454226
54.0,-0.10390583851168328,6.682867735740274,91.31850688050392,9.556071728513967,inf,0.9862787970746498
60.0,-0.08019067064004824,6.921466759943758,98.67508958322345,9.933533589978113,inf,1.0072982545325362
66.0,-0.10638624754175408,6.869060717498477,100.43522593498027,10.02173767043322,inf,0.9477193267950293
72.0,-0.10958779401882185,7.211690775904087,107.62649465180917,10.374318997014173,inf,1.0078740525420413
78.0,-0.11163394920267157,6.870889409699969,99.26731943625373,9.963298622256271,inf,0.9192577215787487
84.0,-0.08862151325465581,6.787882227932077,94.03227159332874,9.697023852364639,inf,0.9157237209662678
90.0,-0.05724716334274761,6.364173365218876,89.35354363374053,9.45270033555177,inf,0.8352804719534426
96.0,-0.03096496246246487,6.402658867487001,85.89989900337697,9.268219840043555,inf,0.8475342722101357
102.0,-0.017554286545811038,5.855032098762598,76.00204865007723,8.717915384429768,inf,0.7511197025678741
108.0,-0.00244229080713881,5.557594814967596,66.40651649927713,8.149019358136114,inf,0.7437571131252418
114.0,-0.016960398344020487,4.883513746340736,55.91393932240875,7.477562391742964,inf,0.6586853502075825
120.0,-0.01689728338981762,4.501615913042511,45.48272112703176,6.744087864717642,inf,0.6486408703505583
