forecast_period,forecast_bias,mae,mse,rmse,mape,mase
0.0,-0.01720325275839085,0.07542783070398816,0.010148683013589921,0.10074067209220872,0.053419267193399976,inf
6.0,-0.03612900778636739,1.2473250706521828,2.795538083806542,1.6719862690245222,1.7533745817316024,1.11982173065684
12.0,-0.08895835548007644,1.6611619939035125,5.3715350060479,2.3176572235876254,1.1742791820733827,0.9250718545472827
18.0,-0.020329779187247224,2.057195389314101,7.964764953766031,2.8221915161388376,1.1107818805366887,0.9068727690471713
24.0,-0.11673433884005882,2.3916250297592923,11.093069667583729,3.3306260173702675,1.962933391454952,0.9035526350337154
30.0,0.10894009048548826,2.735397867239486,13.005582282965173,3.6063253157424904,2.6101251720634657,0.8803225908341444
36.0,0.025599490144785894,2.9953401321001927,15.48127790352967,3.9346255099475056,2.4325067852618494,0.8726721825598186
42.0,0.033929569563657315,3.171444979267017,17.20786100812705,4.148235891089977,3.783023577650363,0.8795689853381531
48.0,-0.0014551466193094896,3.280460124342588,18.53474084048249,4.305199279996512,1.9132879748387108,0.8905705152194207
54.0,0.09638794042509764,3.4456385798461153,19.904413799912184,4.46143629338268,3.059895179330921,0.8921588255790175
60.0,0.00037342080438171365,3.517918839473588,20.90500102355118,4.572198707793787,3.62997153840553,0.8906566883325865
66.0,-0.0418922908343703,3.6024479733401726,21.244514852821464,4.609177242504509,2.3268236423027897,0.9150098680070482
72.0,-0.2385977599387131,3.632554649356115,21.51860597284458,4.63881514751823,4.474229945882272,0.9377591934663385
78.0,-0.09947201885250946,3.7060285245209226,22.418870105488864,4.734856925556343,5.026489183177328,0.9322255576376433
84.0,-0.05189661731156617,3.8874035125005197,24.399673248430666,4.9396025395198215,2.7666602297569223,0.9204662105241913
90.0,0.18925271280619943,4.046216535444658,26.429546316153626,5.140967449435332,2.9870828176428117,0.9081436375288109
96.0,0.20681190443041408,4.161608483560453,28.165768516571074,5.307143159607726,2.2203433142820037,0.9092213953508156
102.0,0.43542591805226527,4.391355289017016,31.910536719227135,5.648941203378482,2.7632697094388945,0.9143121365985429
108.0,0.634514334696926,4.741368765635256,39.13990901932372,6.256189656597993,2.926807833233358,0.9240271755321908
114.0,0.7074493388362864,4.732828552959486,38.424364786678844,6.198738967457723,3.074154229582684,0.9206418436220972
120.0,0.44166626513561097,4.55653696083675,34.02504457163654,5.833099053816636,2.5728067322514327,0.9249562820831994
