forecast_period,forecast_bias,mae,mse,rmse,mape,mase
0.0,0.029997876841577776,7.376631622814298,109.5052087208125,10.464473647575998,inf,inf
6.0,0.031009852992094362,6.9930799206236705,102.28935463760334,10.113819982459809,inf,3.2387837633986076
12.0,0.02812613802089393,7.035423152433144,100.26725960392743,10.01335406364558,inf,2.342833543783211
18.0,0.0006908350191782947,6.736184264922476,93.29275787964994,9.658817623273045,inf,1.6866325520911063
24.0,-0.02332539545068018,6.745608322509985,91.7318499838564,9.577674560343779,inf,1.523372988187528
30.0,-0.02728590630946361,6.556712176417616,87.47366070794756,9.352735466586637,inf,1.2313903984877446
36.0,-0.003570738415411205,6.5597201074108575,86.64594462806895,9.308380343973324,inf,1.1441779580847304
42.0,-0.029766315302775785,6.333251986201346,84.12058471476833,9.171727466228395,inf,1.0053412723341975
48.0,-0.032967862140608616,6.477245920914623,85.81132664581952,9.263440324513324,inf,0.9986453283261411
54.0,-0.03501401732700985,6.316639153913612,81.074323096278,9.004128114163969,inf,0.9222525957399329
60.0,-0.012001581369398747,6.397611223255385,79.79106445142094,8.932584421734896,inf,0.9229554069970484
66.0,0.019372768560532407,6.336654803866848,80.96796015723808,8.998219832680133,inf,0.897772402185404
72.0,0.04565496944960551,6.652528446908152,86.27909253056224,9.288653967640427,inf,0.9319604296211281
78.0,0.05906564539922897,6.544031799178477,87.84699012754537,9.372672517886526,inf,0.8935976511978085
84.0,0.07417764115459163,6.529136662688851,85.0012609897167,9.219612843808394,inf,0.9251718848711815
90.0,0.05965953363175171,6.348015539331075,82.80252609715012,9.099589336731087,inf,0.9044641983884674
96.0,0.05972264859515837,6.579242302004728,87.15638341668168,9.335758320387352,inf,0.9750280197225503
102.0,0.0710088854393186,6.670993001435012,91.79614583921546,9.581030520732906,inf,0.952174397676343
108.0,0.07751910952218705,6.878102628214651,97.96933760683211,9.897946130729956,inf,0.9869547897614076
114.0,0.051905806687186355,6.629076711480235,95.08530377072303,9.751169354017138,inf,0.942676663895628
120.0,0.02704812384602114,6.775318155674015,97.44935714269951,9.871644095220386,inf,1.000462044663318
