Alt / Lat,-80,-70,-60,-50,-40,-30,-20,-10,0,10,20,30,40,50,60,70,80
0,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25
20000,42.42,46,50.23,53.79,55.91,56.55,56.69,56.52,56.27,56.41,56.58,56.44,55.85,54.61,53.23,51.94,50.84
25000,19.08,20.98,23.4,25.1,25.94,25.99,25.83,25.64,25.49,25.56,25.73,25.77,25.58,25.03,24.38,23.6,22.84
30000,9.08,9.97,11.13,11.83,12.19,12.26,12.2,12.11,12.03,12.06,12.15,12.11,11.93,11.58,11.15,10.69,10.2
35000,4.682,5.057,5.489,5.718,5.881,5.973,6.005,5.973,5.943,5.952,5.958,5.875,5.724,5.486,5.21,4.892,4.571
40000,2.544,2.689,2.825,2.89,2.97,3.03,3.073,3.076,3.061,3.058,3.03,2.958,2.854,2.702,2.519,2.308,2.118
45000,1.403,1.459,1.5,1.516,1.557,1.595,1.625,1.63,1.624,1.618,1.596,1.542,1.475,1.382,1.27,1.145,1.043
50000,0.772,0.792,0.803,0.806,0.83,0.853,0.871,0.874,0.871,0.867,0.851,0.82,0.779,0.722,0.657,0.589,0.536
