Alt / Lat,-80,-70,-60,-50,-40,-30,-20,-10,0,10,20,30,40,50,60,70,80
0,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25
20000,39.91,43.34,47.83,51.97,54.58,55.79,56.52,56.67,56.58,56.64,56.92,57.26,57.44,57.44,57.49,57.64,57.84
25000,16,18.1,20.84,23.42,24.99,25.56,25.81,25.79,25.7,25.78,26.01,26.3,26.54,26.82,27.16,27.5,27.82
30000,6.45,7.46,8.88,10.39,11.48,11.99,12.18,12.19,12.14,12.2,12.35,12.49,12.65,12.83,13.07,13.33,13.57
35000,2.903,3.344,3.922,4.612,5.305,5.727,5.928,5.99,5.97,5.987,6.06,6.151,6.257,6.377,6.551,6.71,6.846
40000,1.399,1.608,1.855,2.152,2.534,2.833,2.997,3.05,3.046,3.046,3.082,3.145,3.218,3.307,3.42,3.53,3.606
45000,0.709,0.812,0.925,1.065,1.276,1.459,1.565,1.594,1.591,1.592,1.617,1.66,1.712,1.772,1.845,1.916,1.963
50000,0.373,0.425,0.479,0.546,0.659,0.766,0.83,0.844,0.843,0.844,0.861,0.888,0.922,0.96,1.008,1.054,1.087
