Alt / Lat,-80,-70,-60,-50,-40,-30,-20,-10,0,10,20,30,40,50,60,70,80
0,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25
20000,54.63,54.72,55.07,55.77,56.3,56.5,56.41,56.16,55.91,55.77,55.57,54.96,53.77,52.05,49.88,47.28,45
25000,26.62,26.53,26.38,26.24,26.07,25.87,25.65,25.42,25.25,25.2,25.17,24.98,24.52,23.65,22.35,20.65,19.16
30000,13.09,13.04,12.91,12.66,12.46,12.26,12.09,11.95,11.84,11.83,11.81,11.69,11.36,10.76,9.94,8.87,8.02
35000,6.731,6.684,6.558,6.37,6.213,6.069,5.952,5.857,5.811,5.811,5.782,5.673,5.412,4.989,4.521,3.964,3.585
40000,3.603,3.563,3.475,3.349,3.244,3.145,3.058,2.997,2.975,2.975,2.958,2.872,2.68,2.393,2.138,1.871,1.703
45000,1.983,1.954,1.892,1.813,1.747,1.681,1.62,1.576,1.561,1.562,1.563,1.506,1.381,1.197,1.058,0.929,0.85
50000,1.105,1.081,1.04,0.989,0.949,0.908,0.869,0.839,0.829,0.83,0.832,0.798,0.722,0.615,0.541,0.48,0.44
