Alt / Lat,-80,-70,-60,-50,-40,-30,-20,-10,0,10,20,30,40,50,60,70,80
0,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25
20000,36.66,40.6,46.32,51.69,54.96,56.13,56.81,56.89,56.72,56.92,57.38,57.98,58.25,58.13,57.9,57.7,57.49
25000,14.46,16.83,20.2,23.41,25.35,25.82,25.99,25.89,25.73,25.85,26.15,26.57,26.91,27.12,27.24,27.34,27.4
30000,6.21,7.36,9,10.74,11.85,12.18,12.24,12.17,12.06,12.12,12.29,12.54,12.74,12.92,13.04,13.12,13.19
35000,3,3.567,4.313,5.087,5.656,5.881,5.946,5.931,5.878,5.901,5.982,6.102,6.226,6.367,6.454,6.512,6.551
40000,1.535,1.831,2.187,2.521,2.795,2.932,3.003,3.006,2.982,2.985,3.015,3.078,3.16,3.25,3.312,3.356,3.379
45000,0.81,0.965,1.142,1.295,1.431,1.518,1.573,1.579,1.564,1.56,1.573,1.603,1.656,1.709,1.752,1.784,1.798
50000,0.436,0.516,0.603,0.673,0.745,0.799,0.837,0.842,0.834,0.83,0.833,0.849,0.878,0.912,0.94,0.961,0.974
