Alt / Lat,-80,-70,-60,-50,-40,-30,-20,-10,0,10,20,30,40,50,60,70,80
0,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25
20000,47.4,49.56,51.76,53.93,55.63,56.33,56.47,56.1,55.96,56.05,55.79,55.46,54.8,54.04,53.71,53.74,53.88
25000,20.94,22.22,23.68,24.83,25.6,25.77,25.7,25.47,25.33,25.37,25.37,25.3,25.07,24.91,24.92,25.15,25.4
30000,9.16,9.87,10.76,11.49,11.97,12.15,12.17,12.07,11.98,11.98,12.01,11.94,11.76,11.63,11.65,11.8,11.97
35000,4.157,4.489,4.961,5.404,5.741,5.895,5.964,5.955,5.922,5.91,5.922,5.866,5.747,5.653,5.622,5.642,5.695
40000,1.979,2.133,2.381,2.646,2.857,2.967,3.039,3.064,3.058,3.05,3.039,3.006,2.953,2.894,2.845,2.82,2.823
45000,0.993,1.069,1.198,1.349,1.475,1.548,1.601,1.627,1.628,1.621,1.611,1.591,1.568,1.535,1.497,1.469,1.46
50000,0.515,0.553,0.619,0.703,0.778,0.823,0.855,0.874,0.875,0.871,0.864,0.854,0.843,0.825,0.802,0.784,0.776
