Alt / Lat,-80,-70,-60,-50,-40,-30,-20,-10,0,10,20,30,40,50,60,70,80
0,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25
20000,36.99,39.95,45.77,50.99,54.47,55.91,56.69,56.89,56.78,56.89,57.32,57.96,58.36,58.48,58.6,58.74,58.89
25000,14.49,16.36,19.62,22.9,24.97,25.65,25.94,25.9,25.78,25.87,26.17,26.59,27,27.36,27.73,28.06,28.35
30000,6.01,6.86,8.4,10.22,11.56,12.06,12.23,12.2,12.12,12.18,12.35,12.6,12.85,13.11,13.37,13.61,13.83
35000,2.8,3.187,3.845,4.661,5.418,5.784,5.934,5.949,5.91,5.937,6.018,6.164,6.326,6.515,6.69,6.849,6.97
40000,1.389,1.584,1.888,2.247,2.632,2.868,2.982,3.005,2.991,2.994,3.036,3.121,3.231,3.359,3.482,3.588,3.661
45000,0.716,0.817,0.967,1.14,1.341,1.482,1.552,1.564,1.555,1.554,1.58,1.633,1.702,1.785,1.868,1.938,1.983
50000,0.38,0.433,0.508,0.592,0.7,0.781,0.823,0.829,0.822,0.821,0.838,0.867,0.91,0.96,1.014,1.062,1.094
