Alt / Lat,-80,-70,-60,-50,-40,-30,-20,-10,0,10,20,30,40,50,60,70,80
0,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25,1013.25
20000,53.66,54.34,55.35,56.44,57.15,57.04,56.52,55.85,55.74,55.96,55.63,54.99,53.88,52.18,50.08,47.74,45.77
25000,25.83,26.03,26.28,26.45,26.41,26.07,25.6,25.18,25.02,25.15,25.1,24.94,24.62,23.93,22.82,21.47,20.28
30000,12.55,12.61,12.7,12.71,12.59,12.36,12.06,11.82,11.73,11.79,11.77,11.7,11.47,11.07,10.51,9.87,9.26
35000,6.313,6.342,6.37,6.345,6.238,6.096,5.928,5.793,5.744,5.782,5.77,5.704,5.516,5.247,4.986,4.703,4.392
40000,3.299,3.302,3.306,3.284,3.214,3.126,3.036,2.969,2.951,2.967,2.961,2.903,2.772,2.589,2.444,2.296,2.131
45000,1.773,1.769,1.766,1.748,1.707,1.651,1.606,1.572,1.565,1.577,1.571,1.529,1.443,1.322,1.232,1.145,1.056
50000,0.968,0.961,0.956,0.942,0.916,0.883,0.86,0.844,0.843,0.85,0.844,0.814,0.76,0.686,0.632,0.585,0.54
