forecast_period,forecast_bias,mae,mse,rmse,mape,mase
0.0,1.7319479184152442e-14,3.2682733951686607,21.320501642445176,4.61741287329227,0.061855586069257784,inf
6.0,-2.2036648959251384,7.721707994668678,117.22720237659273,10.827151166239101,0.1402246396267813,1.365666852410083
12.0,-18.82476641377269,24.99222559011303,1140.3705287634853,33.76937264391338,0.604046102673792,3.2435983461301534
18.0,-15.456769011567287,27.790223239234567,1383.82619734881,37.19981448003215,0.5890532944873982,3.5851213734867606
24.0,-5.844211438318486,30.952599305720042,1741.5947202799935,41.732418097685084,0.5526871914946055,4.282724649308518
30.0,1.909448893575662,35.86835477994567,2222.03672419413,47.138484534339135,0.6396901480335134,3.8836857148068895
36.0,5.011943967817215,37.494251943465144,2439.737180274631,49.39369575436354,0.7158830570967294,3.7718350165901438
42.0,6.206659246553879,37.688713597400195,2398.4913040370216,48.9743943713143,0.6747421455168036,4.042755572109804
48.0,7.54671569970813,36.967521546508934,2337.9072249648684,48.35191025145613,0.6049471816703275,3.9502249203749527
54.0,7.069693447576732,37.946938305944556,2421.9551014546846,49.213363037438164,0.6538860317240948,3.6310714740478547
60.0,6.625595629113907,38.44603282650833,2489.782464855411,49.89772003664507,0.7218115407592421,3.4824402454014445
66.0,6.8180234605379075,38.121736132032915,2425.48189186835,49.249181636534324,0.6824815081958867,3.8708334660373764
72.0,7.7345543995266235,38.020093216185174,2406.7593292248725,49.058733465356326,0.6263628448809248,4.032575563317455
78.0,7.6468002045154675,38.212706715116056,2450.6606265040614,49.5041475687044,0.7000702579579778,3.580524596410371
84.0,6.998891176282807,38.49335322876785,2520.1799912631186,50.201394315926315,0.7477878668054331,3.402077618658406
90.0,7.200067969668495,38.58461437759558,2516.4477306879767,50.164207665306314,0.7012369939999578,3.5163251693526383
96.0,8.23128102552738,37.865947265326525,2423.781173781249,49.23191214833372,0.6189151519287304,3.5039032712531535
102.0,7.446332145787965,37.803696867537894,2445.3891828480155,49.45087646187897,0.6666794102098479,3.147636467268593
108.0,6.708621745210776,37.361653559979686,2431.4363164745146,49.309596596144594,0.7461394751344375,3.025461936325865
114.0,6.96473925583236,37.14343471690241,2389.001984457319,48.877417939753315,0.706200378459159,3.2195812751214268
120.0,8.078371045557512,36.74895369013901,2347.7836608364855,48.453933388699056,0.6092470581098749,3.4004943653643602
