scheme,time
physical_model,3302.745843887329
physical_model,3318.823055744171
physical_model,3321.762098789215
physical_model,3312.6089034080505
physical_model,3318.553475856781
physical_model,3332.958817243576
physical_model,3330.592408180237
physical_model,3321.69096660614
physical_model,3318.3157300949097
physical_model,3315.5549170970917
